Region,ItemType,Sales Channel,Order Priority,Order Date,Order ID,Ship Date,Units Sold,Unit Price
"""""",Meat,Online,L,7/27/2013,322221982,8/4/2013,1500,421.89
"""""",Baby Food,Online,M,4/17/2015,940402495,5/11/2015,4851,255.28
"""""",Personal Care,Offline,M,8/6/2016,596578919,9/12/2016,9814,81.73
"""""",Clothes,Offline,C,10/5/2015,356425082,11/16/2015,2957,109.28
"""""",Office Supplies,Offline,M,2/12/2012,905927312,4/2/2012,2878,651.21
"""""",Cereal,Offline,H,6/4/2017,301384437,6/14/2017,5207,205.7
"""""",Office Supplies,Online,H,3/24/2014,719407784,4/30/2014,7605,651.21
"""""",Clothes,Offline,H,8/17/2012,806921184,9/13/2012,4765,109.28
"""""",Clothes,Offline,M,3/22/2016,631160962,5/9/2016,3409,109.28
"""""",Vegetables,Online,H,9/29/2010,329675948,11/17/2010,7294,154.06
"""""",Fruits,Online,H,4/12/2013,560327470,5/28/2013,2205,9.33
"""""",Cosmetics,Online,L,6/22/2015,251289355,8/5/2015,959,437.2
"""""",Personal Care,Online,H,1/14/2010,651047933,1/22/2010,8406,81.73
"""""",Cosmetics,Offline,M,4/4/2017,378402030,5/19/2017,6424,437.2
"""""",Cosmetics,Offline,C,1/15/2013,372462975,2/6/2013,8926,437.2
"""""",Cosmetics,Offline,M,1/5/2016,742654597,2/22/2016,6854,437.2
"""""",Cosmetics,Offline,M,7/28/2015,318713223,9/6/2015,3180,437.2
"""""",Household,Online,C,7/16/2013,700687682,7/24/2013,7911,668.27
"""""",Meat,Offline,C,10/21/2012,408939301,11/14/2012,3082,421.89
"""""",Beverages,Online,M,7/15/2013,734141910,9/1/2013,7760,47.45
"""""",Snacks,Offline,H,12/18/2016,787281835,12/19/2016,3045,152.58
"""""",Cereal,Online,M,1/9/2014,649657905,2/25/2014,7066,205.7
"""""",Office Supplies,Offline,H,11/11/2011,922881448,11/20/2011,9984,651.21
"""""",Clothes,Offline,M,11/28/2014,478876292,11/29/2014,8991,109.28
"""""",Personal Care,Online,L,7/4/2013,509878766,8/23/2013,3312,81.73
"""""",Personal Care,Online,M,6/5/2010,478437697,6/22/2010,9201,81.73
"""""",Cosmetics,Offline,M,1/27/2017,367414414,3/3/2017,4945,437.2
"""""",Snacks,Online,C,11/5/2011,229982745,11/21/2011,5860,152.58
"""""",Snacks,Online,L,1/24/2012,639629018,3/6/2012,9295,152.58
"""""",Meat,Online,L,3/8/2017,440152060,4/6/2017,9631,421.89
"""""",Baby Food,Offline,C,8/1/2012,795663201,8/9/2012,3278,255.28
"""""",Office Supplies,Online,L,3/18/2011,240586268,3/18/2011,3678,651.21
"""""",Clothes,Online,M,12/3/2011,529657590,1/9/2012,6306,109.28
"""""",Baby Food,Offline,H,11/14/2010,787925994,12/22/2010,3666,255.28
"""""",Baby Food,Offline,L,10/30/2012,660752809,12/8/2012,294,255.28
"""""",Household,Offline,L,4/16/2012,763811862,4/27/2012,7758,668.27
"""""",Meat,Offline,H,5/17/2012,433089482,6/28/2012,9657,421.89
"""""",Fruits,Offline,C,6/28/2013,874884498,7/1/2013,6620,9.33
"""""",Meat,Offline,M,2/5/2017,215808236,3/11/2017,1308,421.89
"""""",Clothes,Online,H,5/19/2014,252784526,5/27/2014,3413,109.28
"""""",Vegetables,Online,M,9/17/2012,603049695,10/2/2012,4661,154.06
"""""",Personal Care,Offline,H,10/5/2016,954152572,11/7/2016,3804,81.73
"""""",Clothes,Offline,L,2/10/2017,613954484,2/10/2017,1630,109.28
"""""",Baby Food,Online,C,10/6/2016,760629260,11/22/2016,5956,255.28
"""""",Office Supplies,Offline,M,3/22/2012,392663228,4/5/2012,6630,651.21
"""""",Cereal,Online,C,5/28/2012,378855216,6/30/2012,532,205.7
"""""",Snacks,Offline,H,2/27/2012,308316552,4/14/2012,6574,152.58
"""""",Personal Care,Offline,H,3/3/2011,740471065,4/8/2011,698,81.73
"""""",Cereal,Online,M,3/13/2010,955055081,4/30/2010,877,205.7
"""""",Cereal,Online,C,11/8/2014,302117431,11/21/2014,2116,205.7
"""""",Cereal,Offline,C,9/1/2016,452019441,10/2/2016,1452,205.7
"""""",Clothes,Online,C,1/8/2012,445434939,2/11/2012,2952,109.28
"""""",Meat,Offline,C,7/1/2013,743350255,7/23/2013,2714,421.89
"""""",Household,Online,L,10/29/2015,977064216,11/29/2015,3869,668.27
"""""",Household,Offline,H,10/17/2014,398188149,10/27/2014,1577,668.27
"""""",Household,Offline,H,1/15/2011,128645884,3/4/2011,8031,668.27
"""""",Snacks,Offline,L,11/3/2013,910673749,12/19/2013,7454,152.58
"""""",Fruits,Offline,L,8/11/2014,856820571,9/23/2014,1102,9.33
"""""",Snacks,Offline,L,5/24/2013,399947679,7/6/2013,2261,152.58
"""""",Personal Care,Offline,C,2/2/2015,943228900,3/10/2015,1247,81.73
"""""",Vegetables,Offline,H,7/9/2010,810150563,8/4/2010,410,154.06
"""""",Snacks,Offline,M,7/1/2010,194511497,7/9/2010,9129,152.58
"""""",Clothes,Online,L,10/4/2011,710423028,11/9/2011,8816,109.28
"""""",Clothes,Offline,H,11/21/2015,442308986,11/26/2015,7913,109.28
"""""",Fruits,Offline,L,5/24/2010,694905698,6/15/2010,6893,9.33
"""""",Snacks,Offline,L,5/8/2010,143261992,6/11/2010,3262,152.58
"""""",Clothes,Online,H,10/1/2016,682739198,11/19/2016,6555,109.28
"""""",Vegetables,Offline,H,9/22/2012,679011142,10/6/2012,3341,154.06
"""""",Clothes,Offline,H,10/3/2012,818064153,11/13/2012,2217,109.28
"""""",Vegetables,Offline,M,6/17/2013,956197059,7/15/2013,8813,154.06
"""""",Beverages,Offline,C,7/7/2012,570021188,8/14/2012,791,47.45
"""""",Personal Care,Online,L,6/18/2012,106460368,7/8/2012,2844,81.73
"""""",Cosmetics,Offline,L,11/22/2016,532750928,1/1/2017,1693,437.2
"""""",Personal Care,Online,C,7/17/2011,186441695,9/4/2011,1096,81.73
"""""",Meat,Online,M,6/28/2013,625393998,7/9/2013,6837,421.89
"""""",Household,Offline,C,5/23/2014,777781665,6/24/2014,1734,668.27
"""""",Personal Care,Online,C,7/11/2014,992091023,8/8/2014,635,81.73
"""""",Snacks,Offline,H,6/17/2011,787120902,6/20/2011,5421,152.58
"""""",Clothes,Offline,M,5/23/2011,201982629,6/20/2011,3,109.28
"""""",Snacks,Online,L,3/24/2010,246100032,3/31/2010,5323,152.58
"""""",Fruits,Offline,L,7/6/2012,649209439,7/17/2012,4355,9.33
"""""",Fruits,Online,C,7/2/2012,311359679,8/21/2012,7103,9.33
"""""",Beverages,Online,H,1/28/2013,452912080,3/13/2013,5604,47.45
"""""",Vegetables,Online,M,5/29/2014,564540469,5/31/2014,8925,154.06
"""""",Office Supplies,Offline,H,2/24/2010,657231175,4/15/2010,8165,651.21
"""""",Cosmetics,Online,L,12/17/2013,812283027,2/2/2014,1453,437.2
"""""",Cosmetics,Online,M,4/9/2010,731307351,4/26/2010,8951,437.2
"""""",Office Supplies,Offline,L,1/28/2011,186227977,2/23/2011,7852,651.21
"""""",Vegetables,Online,C,4/18/2014,369281232,6/7/2014,7378,154.06
"""""",Household,Offline,C,2/16/2015,743015944,2/16/2015,3784,668.27
"""""",Clothes,Online,H,5/27/2017,390293443,6/3/2017,5358,109.28
"""""",Cosmetics,Online,C,9/1/2014,264287555,10/8/2014,7415,437.2
"""""",Cosmetics,Offline,C,9/1/2016,938484609,9/19/2016,7306,437.2
"""""",Baby Food,Offline,H,4/16/2015,356683433,5/5/2015,9409,255.28
"""""",Snacks,Online,L,1/19/2011,582995355,2/9/2011,136,152.58
"""""",Beverages,Offline,L,11/25/2016,151844203,1/6/2017,2929,47.45
"""""",Cereal,Online,H,7/22/2016,817966306,8/6/2016,3262,205.7
"""""",Office Supplies,Online,H,9/26/2013,806410491,10/7/2013,3639,651.21
"""""",Clothes,Online,C,3/21/2013,662538087,4/5/2013,8598,109.28
"""""",Snacks,Offline,M,1/24/2017,102022922,3/14/2017,9705,152.58
"""""",Office Supplies,Offline,M,4/2/2013,260851323,5/20/2013,558,651.21
"""""",Cosmetics,Offline,C,5/1/2017,545322120,6/5/2017,1788,437.2
"""""",Personal Care,Offline,C,8/17/2015,882046639,10/6/2015,6056,81.73
"""""",Cosmetics,Offline,H,6/14/2014,367948710,6/29/2014,3055,437.2
"""""",Vegetables,Online,H,8/14/2013,420264661,9/5/2013,4507,154.06
"""""",Office Supplies,Online,L,3/23/2010,726543319,5/9/2010,9168,651.21
"""""",Personal Care,Online,L,7/24/2017,594646012,8/23/2017,7824,81.73
"""""",Cereal,Offline,L,12/3/2015,302746570,1/22/2016,8293,205.7
"""""",Baby Food,Offline,C,12/11/2016,649331319,1/29/2017,422,255.28
"""""",Vegetables,Offline,H,6/1/2014,703199088,6/6/2014,1092,154.06
"""""",Baby Food,Online,H,9/28/2010,953461205,10/13/2010,9214,255.28
"""""",Beverages,Offline,H,3/11/2013,159541499,3/20/2013,730,47.45
"""""",Clothes,Online,H,12/13/2014,301176297,1/15/2015,3614,109.28
"""""",Fruits,Offline,C,1/20/2014,728414428,2/8/2014,2871,9.33
"""""",Cereal,Offline,L,3/5/2017,411617219,3/19/2017,5537,205.7
"""""",Clothes,Online,L,2/15/2013,191458499,2/17/2013,5679,109.28
"""""",Household,Offline,L,6/29/2014,528924596,8/2/2014,9397,668.27
"""""",Office Supplies,Offline,M,1/1/2016,155314338,2/14/2016,9819,651.21
"""""",Baby Food,Offline,C,6/9/2013,122239053,7/12/2013,2107,255.28
"""""",Beverages,Offline,H,1/6/2015,651622569,2/12/2015,8454,47.45
"""""",Cereal,Offline,L,11/13/2014,685701215,11/22/2014,3082,205.7
"""""",Snacks,Offline,C,12/23/2011,137023818,2/1/2012,7248,152.58
"""""",Baby Food,Online,H,12/17/2013,338451707,1/15/2014,4236,255.28
"""""",Meat,Offline,L,7/30/2010,893158710,8/19/2010,4365,421.89
"""""",Fruits,Online,H,5/12/2015,124631154,5/29/2015,9983,9.33
"""""",Beverages,Offline,L,5/30/2016,926667869,6/11/2016,470,47.45
"""""",Fruits,Offline,H,6/18/2010,413380181,6/30/2010,7237,9.33
"""""",Snacks,Online,H,3/30/2014,269191920,4/9/2014,8726,152.58
"""""",Fruits,Offline,C,4/7/2015,898839414,4/22/2015,5412,9.33
"""""",Snacks,Offline,H,6/15/2013,977371490,7/6/2013,4798,152.58
"""""",Baby Food,Offline,H,5/18/2017,600149476,6/26/2017,6421,255.28
"""""",Cosmetics,Offline,L,3/1/2010,832847201,3/16/2010,6849,437.2
"""""",Vegetables,Offline,H,11/14/2013,561450994,11/24/2013,4681,154.06
"""""",Snacks,Online,H,7/16/2017,542259681,8/9/2017,5545,152.58
"""""",Meat,Offline,H,4/12/2011,251884591,4/29/2011,7103,421.89
"""""",Personal Care,Online,M,10/8/2012,137249553,11/19/2012,4047,81.73
"""""",Clothes,Offline,C,6/19/2010,265590894,6/30/2010,3102,109.28
"""""",Baby Food,Online,C,10/23/2012,774457442,11/19/2012,8022,255.28
"""""",Beverages,Offline,H,3/5/2014,521710526,3/10/2014,4593,47.45
"""""",Office Supplies,Online,M,10/12/2013,235523974,12/1/2013,5633,651.21
"""""",Clothes,Offline,H,11/30/2011,264384114,12/26/2011,5989,109.28
"""""",Household,Online,H,9/14/2013,127089774,10/24/2013,7543,668.27
"""""",Personal Care,Online,M,3/18/2010,762752282,3/28/2010,4205,81.73
"""""",Clothes,Offline,M,6/27/2012,480795466,8/11/2012,6918,109.28
"""""",Meat,Offline,H,7/3/2017,810955655,7/14/2017,8654,421.89
"""""",Cereal,Offline,M,12/9/2011,653281676,12/28/2011,9420,205.7
"""""",Meat,Offline,M,10/27/2013,328134858,12/7/2013,1251,421.89
"""""",Baby Food,Online,L,10/2/2015,226189029,11/6/2015,3215,255.28
"""""",Fruits,Online,L,5/20/2011,358430516,6/15/2011,6410,9.33
"""""",Office Supplies,Online,C,5/16/2014,806158149,6/9/2014,8966,651.21
"""""",Cereal,Offline,C,9/21/2016,370983254,9/25/2016,1044,205.7
"""""",Cosmetics,Offline,H,4/16/2015,624829661,5/16/2015,9837,437.2
"""""",Fruits,Online,L,7/23/2015,959933698,8/19/2015,4568,9.33
"""""",Snacks,Online,C,9/23/2012,838844192,10/3/2012,1492,152.58
"""""",Meat,Offline,H,8/20/2010,244422471,8/28/2010,8896,421.89
"""""",Household,Offline,H,5/23/2010,129842364,6/28/2010,2096,668.27
"""""",Personal Care,Online,M,3/4/2014,168590199,3/27/2014,8441,81.73
"""""",Household,Offline,C,11/12/2013,104464805,12/20/2013,2312,668.27
"""""",Beverages,Offline,C,7/25/2017,201577508,8/4/2017,119,47.45
"""""",Personal Care,Online,H,6/29/2015,794352138,7/10/2015,5305,81.73
"""""",Household,Offline,C,2/3/2014,937525022,2/25/2014,3343,668.27
"""""",Cereal,Offline,M,1/28/2017,656144988,2/10/2017,6738,205.7
"""""",Personal Care,Offline,L,1/30/2014,495573365,2/19/2014,26,81.73
"""""",Fruits,Offline,L,9/28/2014,171483981,10/11/2014,4776,9.33
"""""",Meat,Online,H,8/9/2014,819863164,9/9/2014,4584,421.89
"""""",Fruits,Offline,H,1/28/2014,947009742,3/14/2014,82,9.33
"""""",Clothes,Online,L,8/16/2014,479535043,9/28/2014,3930,109.28
"""""",Clothes,Online,L,12/30/2014,314362895,12/30/2014,5821,109.28
"""""",Meat,Online,H,12/31/2014,968729627,1/7/2015,7479,421.89
"""""",Office Supplies,Online,M,9/24/2011,330184066,11/3/2011,7657,651.21
"""""",Personal Care,Offline,H,11/28/2010,406587541,1/5/2011,7143,81.73
"""""",Office Supplies,Offline,C,7/20/2015,576113879,8/20/2015,3754,651.21
"""""",Clothes,Offline,C,7/27/2014,737249410,8/6/2014,7338,109.28
"""""",Snacks,Online,C,11/23/2016,858792960,11/29/2016,4776,152.58
"""""",Office Supplies,Offline,L,5/16/2017,529855859,5/28/2017,4978,651.21
"""""",Office Supplies,Online,M,9/9/2015,309861934,9/20/2015,3887,651.21
"""""",Personal Care,Offline,M,8/8/2012,378547513,9/24/2012,9476,81.73
"""""",Household,Online,C,9/22/2013,985961425,9/24/2013,6751,668.27
"""""",Fruits,Online,L,8/2/2010,202464997,8/27/2010,2747,9.33
"""""",Baby Food,Offline,L,9/15/2014,668732059,11/4/2014,1532,255.28
"""""",Cereal,Online,L,12/18/2015,145748937,1/11/2016,9204,205.7
"""""",Fruits,Online,M,8/25/2016,964814460,9/30/2016,8894,9.33
"""""",Meat,Online,C,7/21/2012,577539956,8/23/2012,5762,421.89
"""""",Vegetables,Offline,M,11/22/2011,105849254,11/26/2011,2001,154.06
"""""",Personal Care,Online,H,5/13/2016,291978681,5/14/2016,1835,81.73
"""""",Household,Online,M,5/21/2017,148477065,6/4/2017,6518,668.27
"""""",Vegetables,Online,L,1/1/2015,108205735,2/15/2015,9336,154.06
"""""",Personal Care,Online,M,2/9/2014,674338519,3/15/2014,608,81.73
"""""",Fruits,Offline,H,2/7/2013,170361745,3/15/2013,2681,9.33
"""""",Cosmetics,Offline,H,3/24/2015,590074241,5/9/2015,4935,437.2
"""""",Beverages,Offline,C,3/18/2017,847587335,4/3/2017,8782,47.45
"""""",Cosmetics,Online,H,1/27/2013,827324855,3/12/2013,2664,437.2
"""""",Vegetables,Online,M,1/13/2013,934023129,2/18/2013,7055,154.06
"""""",Cereal,Online,H,1/11/2017,742730987,2/17/2017,9459,205.7
"""""",Meat,Online,M,11/26/2010,348809754,12/3/2010,9412,421.89
"""""",Cosmetics,Offline,L,8/25/2015,817933261,10/8/2015,3483,437.2
"""""",Baby Food,Offline,M,6/16/2015,136087834,6/23/2015,269,255.28
"""""",Office Supplies,Online,C,7/9/2014,859572303,8/26/2014,5401,651.21
"""""",Vegetables,Online,L,7/7/2010,664997994,8/1/2010,6539,154.06
"""""",Clothes,Offline,M,7/21/2013,899288737,9/1/2013,8376,109.28
"""""",Personal Care,Online,L,1/30/2012,729680860,2/9/2012,7636,81.73
"""""",Personal Care,Online,M,7/21/2014,293723189,8/24/2014,8074,81.73
"""""",Personal Care,Online,H,5/3/2015,249277055,5/30/2015,5475,81.73
"""""",Fruits,Offline,H,8/24/2013,424516284,10/8/2013,2657,9.33
"""""",Cereal,Offline,L,5/6/2017,267927205,5/7/2017,4469,205.7
"""""",Clothes,Offline,M,6/3/2016,198308646,6/7/2016,2790,109.28
"""""",Meat,Offline,M,1/29/2017,254771935,2/20/2017,1532,421.89
"""""",Snacks,Online,M,3/22/2015,546740901,4/1/2015,1637,152.58
"""""",Beverages,Offline,C,5/24/2015,803951871,7/2/2015,6079,47.45
"""""",Cereal,Offline,H,11/5/2011,826453673,11/22/2011,4862,205.7
"""""",Vegetables,Online,H,1/15/2015,934607636,1/31/2015,24,154.06
"""""",Clothes,Offline,M,7/26/2017,619087588,9/11/2017,630,109.28
"""""",Fruits,Online,H,2/1/2013,790879857,3/3/2013,7780,9.33
"""""",Snacks,Offline,L,4/5/2015,631283271,5/5/2015,9603,152.58
"""""",Fruits,Online,L,1/29/2016,741909158,2/17/2016,6261,9.33
"""""",Cosmetics,Offline,H,5/26/2012,894681346,6/6/2012,4947,437.2
"""""",Vegetables,Online,L,4/17/2017,481836163,5/21/2017,4883,154.06
"""""",Fruits,Online,C,10/20/2010,765922439,12/9/2010,2325,9.33
"""""",Office Supplies,Offline,L,11/29/2011,829801499,1/5/2012,5559,651.21
"""""",Vegetables,Offline,L,2/27/2014,726647174,3/12/2014,9901,154.06
"""""",Fruits,Online,M,2/25/2012,129945790,3/2/2012,2702,9.33
"""""",Meat,Online,H,11/30/2012,583496177,1/4/2013,8340,421.89
"""""",Cosmetics,Offline,M,12/22/2016,551409661,1/20/2017,3227,437.2
"""""",Meat,Offline,H,7/23/2014,368110072,7/31/2014,805,421.89
"""""",Vegetables,Online,H,2/6/2012,888333737,2/12/2012,6548,154.06
"""""",Snacks,Online,C,4/26/2013,337129485,6/8/2013,2961,152.58
"""""",Household,Online,L,6/2/2015,159858644,6/4/2015,4580,668.27
"""""",Snacks,Offline,H,11/20/2012,972195041,11/26/2012,2972,152.58
"""""",Snacks,Online,H,6/5/2016,310125005,7/17/2016,1735,152.58
"""""",Meat,Offline,L,4/17/2011,279947364,5/19/2011,1501,421.89
"""""",Cosmetics,Offline,C,2/5/2014,808273446,2/19/2014,4929,437.2
"""""",Personal Care,Offline,H,1/6/2016,992027080,1/20/2016,1713,81.73
"""""",Beverages,Online,M,11/8/2016,448444592,11/29/2016,3575,47.45
"""""",Personal Care,Offline,M,9/16/2013,665074813,9/26/2013,9271,81.73
"""""",Snacks,Online,L,4/21/2012,949779069,5/15/2012,9588,152.58
"""""",Beverages,Online,H,8/25/2015,680731189,10/4/2015,2341,47.45
"""""",Clothes,Offline,C,8/31/2012,656417500,8/31/2012,7380,109.28
"""""",Meat,Online,C,4/12/2012,845636832,5/17/2012,1585,421.89
"""""",Beverages,Online,M,11/26/2016,837500512,1/3/2017,3868,47.45
"""""",Cereal,Online,H,2/1/2011,291432368,3/14/2011,169,205.7
"""""",Personal Care,Offline,C,9/24/2010,287168729,11/2/2010,8463,81.73
"""""",Vegetables,Offline,M,11/14/2013,174758422,11/28/2013,3755,154.06
"""""",Household,Online,H,1/15/2012,724562776,1/29/2012,3082,668.27
"""""",Vegetables,Offline,C,10/4/2016,977255618,10/29/2016,509,154.06
"""""",Clothes,Offline,H,5/1/2010,493823277,6/13/2010,2137,109.28
"""""",Fruits,Online,C,3/13/2010,705564582,3/18/2010,1094,9.33
"""""",Fruits,Online,M,2/23/2012,864090859,3/6/2012,2542,9.33
"""""",Beverages,Offline,C,10/24/2016,291325938,10/24/2016,8674,47.45
"""""",Vegetables,Online,L,10/7/2010,629506146,10/29/2010,3713,154.06
"""""",Household,Online,M,9/12/2015,891180312,9/29/2015,8913,668.27
"""""",Snacks,Offline,L,7/6/2016,609209764,8/12/2016,7562,152.58
"""""",Beverages,Offline,L,7/17/2010,286768329,8/11/2010,9976,47.45
"""""",Personal Care,Online,L,4/27/2011,947342336,5/30/2011,8504,81.73
"""""",Household,Online,C,7/6/2014,984730613,7/12/2014,2526,668.27
"""""",Clothes,Online,C,11/10/2016,213044488,12/29/2016,3453,109.28
"""""",Household,Offline,L,5/17/2012,316707789,5/22/2012,9728,668.27
"""""",Household,Online,H,4/13/2011,800456845,5/18/2011,1823,668.27
"""""",Office Supplies,Offline,M,7/4/2013,339340484,8/4/2013,7245,651.21
"""""",Cosmetics,Offline,H,6/23/2012,828720033,6/27/2012,5529,437.2
"""""",Vegetables,Offline,L,1/13/2014,634269320,1/14/2014,3242,154.06
"""""",Beverages,Offline,H,7/8/2017,441974675,8/10/2017,8983,47.45
"""""",Vegetables,Offline,H,12/22/2011,108134925,2/10/2012,8382,154.06
"""""",Vegetables,Online,M,3/23/2010,909361398,4/3/2010,9100,154.06
"""""",Cosmetics,Online,C,10/22/2014,592577922,11/10/2014,5830,437.2
North America,Meat,Online,L,3/4/2014,125020825,4/11/2014,5295,421.89
Asia,Office Supplies,Offline,H,10/7/2016,544238936,10/26/2016,1250,651.21
Europe,Office Supplies,Offline,L,12/19/2016,708093583,1/15/2017,9482,651.21
Europe,Vegetables,Online,H,12/25/2013,444758594,1/11/2014,2806,154.06
Sub-Saharan Africa,Household,Offline,L,9/5/2015,102720296,9/10/2015,6073,668.27
Europe,Baby Food,Online,H,1/16/2012,100777518,3/4/2012,1162,255.28
Middle East and North Africa,Household,Online,C,11/5/2016,478041589,11/16/2016,1984,668.27
Sub-Saharan Africa,Cosmetics,Offline,L,11/9/2010,443936336,11/12/2010,9482,437.2
Middle East and North Africa,Personal Care,Offline,H,10/3/2013,628198087,11/17/2013,6629,81.73
Australia and Oceania,Vegetables,Online,M,3/24/2012,830875670,5/6/2012,3430,154.06
Sub-Saharan Africa,Vegetables,Online,H,9/23/2016,472330415,10/13/2016,1921,154.06
Middle East and North Africa,Clothes,Offline,M,4/14/2012,843236148,5/20/2012,1170,109.28
Europe,Meat,Online,H,4/8/2015,154579198,4/21/2015,2275,421.89
Europe,Meat,Offline,L,8/13/2016,287658393,8/26/2016,3366,421.89
Asia,Meat,Online,L,11/27/2015,944085061,12/9/2015,4604,421.89
Asia,Vegetables,Offline,M,7/24/2017,995783030,8/14/2017,3182,154.06
Sub-Saharan Africa,Personal Care,Online,H,12/6/2011,734988629,12/24/2011,8323,81.73
Sub-Saharan Africa,Snacks,Online,M,12/3/2016,524250686,12/19/2016,6283,152.58
Sub-Saharan Africa,Personal Care,Offline,M,8/30/2013,346430528,10/14/2013,5346,81.73
Sub-Saharan Africa,Fruits,Online,L,10/30/2010,254701983,11/17/2010,832,9.33
Sub-Saharan Africa,Cereal,Online,M,8/8/2010,822551381,8/25/2010,87,205.7
Sub-Saharan Africa,Personal Care,Online,M,6/10/2012,893777549,6/19/2012,7493,81.73
Europe,Household,Offline,H,11/11/2016,732491815,12/6/2016,9460,668.27
Sub-Saharan Africa,Personal Care,Online,H,2/5/2014,673118007,3/12/2014,9431,81.73
Central America and the Caribbean,Vegetables,Offline,L,7/31/2010,670392453,8/19/2010,2879,154.06
Sub-Saharan Africa,Snacks,Online,C,1/11/2010,749363982,1/11/2010,2310,152.58
Australia and Oceania,Baby Food,Offline,H,3/24/2017,555393922,4/6/2017,2258,255.28
Europe,Personal Care,Offline,H,7/6/2011,704156100,8/3/2011,4293,81.73
Sub-Saharan Africa,Vegetables,Offline,M,2/25/2011,531636846,3/29/2011,2012,154.06
Asia,Beverages,Offline,M,7/22/2016,344134986,9/9/2016,6045,47.45
Middle East and North Africa,Clothes,Offline,M,1/16/2014,968261849,1/30/2014,9053,109.28
Australia and Oceania,Meat,Offline,M,7/3/2017,600941264,7/9/2017,729,421.89
Australia and Oceania,Meat,Offline,H,8/10/2011,659409558,8/22/2011,2797,421.89
Middle East and North Africa,Baby Food,Offline,L,2/29/2016,831215560,3/9/2016,4010,255.28
Europe,Fruits,Offline,C,3/4/2014,424220597,4/11/2014,5157,9.33
Asia,Personal Care,Online,C,3/22/2016,616598498,4/18/2016,4053,81.73
Middle East and North Africa,Beverages,Online,M,3/28/2011,406835591,4/15/2011,547,47.45
Europe,Vegetables,Offline,H,9/16/2015,663730704,10/28/2015,1520,154.06
Asia,Household,Offline,L,11/28/2016,976395165,1/9/2017,5882,668.27
Asia,Baby Food,Offline,H,7/13/2014,104252803,8/31/2014,9576,255.28
Asia,Snacks,Offline,L,11/25/2016,927039945,12/3/2016,575,152.58
Middle East and North Africa,Cereal,Online,H,6/28/2014,994805419,7/2/2014,3885,205.7
Europe,Fruits,Online,L,12/19/2013,177910554,1/21/2014,6541,9.33
Middle East and North Africa,Beverages,Offline,L,9/18/2011,217029178,10/16/2011,2611,47.45
Sub-Saharan Africa,Meat,Online,L,9/30/2012,673147618,11/9/2012,8194,421.89
Australia and Oceania,Meat,Online,M,10/17/2011,277564704,10/20/2011,6419,421.89
Asia,Cereal,Online,H,3/17/2012,981891763,4/5/2012,2447,205.7
Middle East and North Africa,Household,Offline,L,8/21/2014,308052623,9/14/2014,8472,668.27
Asia,Cosmetics,Online,L,3/18/2013,798283612,4/7/2013,8715,437.2
Asia,Snacks,Offline,M,6/25/2014,565133559,8/12/2014,4434,152.58
Middle East and North Africa,Personal Care,Offline,H,12/5/2010,941463792,12/13/2010,8912,81.73
Asia,Office Supplies,Online,M,1/8/2015,630448138,2/21/2015,2469,651.21
Asia,Baby Food,Offline,L,1/3/2010,655572926,1/11/2010,7452,255.28
Asia,Fruits,Offline,C,4/10/2014,310636985,5/25/2014,3242,9.33
Europe,Snacks,Online,M,12/25/2016,309751641,1/3/2017,1249,152.58
Central America and the Caribbean,Vegetables,Offline,M,2/25/2012,537340724,4/11/2012,9916,154.06
Europe,Cosmetics,Offline,M,7/28/2017,498140561,8/8/2017,9717,437.2
Asia,Baby Food,Online,C,6/17/2010,667199981,6/19/2010,8156,255.28
Asia,Cereal,Online,H,7/10/2014,239880311,8/8/2014,4770,205.7
Australia and Oceania,Household,Offline,H,11/22/2012,281855380,12/29/2012,6125,668.27
Middle East and North Africa,Baby Food,Offline,H,6/24/2012,579111516,7/31/2012,822,255.28
Sub-Saharan Africa,Vegetables,Offline,L,6/21/2017,987947547,7/20/2017,4488,154.06
Central America and the Caribbean,Meat,Offline,M,5/29/2010,984974801,6/23/2010,4787,421.89
Central America and the Caribbean,Clothes,Offline,L,7/14/2016,117117106,8/8/2016,6409,109.28
Middle East and North Africa,Household,Offline,C,9/25/2016,251610791,11/8/2016,6079,668.27
Central America and the Caribbean,Office Supplies,Offline,C,11/20/2011,626004683,12/22/2011,7552,651.21
Europe,Office Supplies,Online,M,7/1/2011,998160111,7/6/2011,6613,651.21
Asia,Personal Care,Offline,L,10/17/2014,296250903,11/5/2014,6080,81.73
Europe,Office Supplies,Offline,L,6/27/2014,668763387,8/4/2014,802,651.21
Sub-Saharan Africa,Office Supplies,Offline,C,9/16/2015,734496390,10/4/2015,2659,651.21
Central America and the Caribbean,Baby Food,Offline,L,2/1/2017,532561242,3/2/2017,5561,255.28
Europe,Personal Care,Online,M,7/15/2014,172381770,8/9/2014,451,81.73
Sub-Saharan Africa,Office Supplies,Online,L,8/4/2012,283694303,9/2/2012,303,651.21
Central America and the Caribbean,Household,Offline,L,1/30/2013,666547667,3/18/2013,5122,668.27
Australia and Oceania,Meat,Offline,L,4/28/2011,741303193,4/29/2011,6943,421.89
Europe,Beverages,Online,L,1/18/2015,898634707,1/20/2015,4834,47.45
Asia,Snacks,Online,L,5/7/2010,249528539,5/31/2010,9895,152.58
Sub-Saharan Africa,Vegetables,Online,H,11/16/2010,675283515,12/11/2010,253,154.06
Sub-Saharan Africa,Baby Food,Offline,H,3/16/2016,977510964,4/18/2016,6072,255.28
